year,date,question_id,correct_option,language,source,source_tier,source_weight,source_url,raw_file_path
2025,13.05.2025,226895671374,C,Unknown,nta_final_answer_key_2025_mirror.pdf,official_answer_key_mirror,0.8,https://cdn-images.prepp.in/public/image/CUET_UG_Final_Answer_Key_2025_75f2d60e730257946fde4bb24156c77f.pdf,C:\Users\shrey\OneDrive\Documents\New project\data\cuet_cs\raw\public\nta_final_answer_key_2025_mirror.pdf
2025,13.05.2025,226895671375,A,Unknown,nta_final_answer_key_2025_mirror.pdf,official_answer_key_mirror,0.8,https://cdn-images.prepp.in/public/image/CUET_UG_Final_Answer_Key_2025_75f2d60e730257946fde4bb24156c77f.pdf,C:\Users\shrey\OneDrive\Documents\New project\data\cuet_cs\raw\public\nta_final_answer_key_2025_mirror.pdf
2025,13.05.2025,226895671376,C,Unknown,nta_final_answer_key_2025_mirror.pdf,official_answer_key_mirror,0.8,https://cdn-images.prepp.in/public/image/CUET_UG_Final_Answer_Key_2025_75f2d60e730257946fde4bb24156c77f.pdf,C:\Users\shrey\OneDrive\Documents\New project\data\cuet_cs\raw\public\nta_final_answer_key_2025_mirror.pdf
2025,13.05.2025,226895671377,C,Unknown,nta_final_answer_key_2025_mirror.pdf,official_answer_key_mirror,0.8,https://cdn-images.prepp.in/public/image/CUET_UG_Final_Answer_Key_2025_75f2d60e730257946fde4bb24156c77f.pdf,C:\Users\shrey\OneDrive\Documents\New project\data\cuet_cs\raw\public\nta_final_answer_key_2025_mirror.pdf
2025,13.05.2025,226895671378,A,Unknown,nta_final_answer_key_2025_mirror.pdf,official_answer_key_mirror,0.8,https://cdn-images.prepp.in/public/image/CUET_UG_Final_Answer_Key_2025_75f2d60e730257946fde4bb24156c77f.pdf,C:\Users\shrey\OneDrive\Documents\New project\data\cuet_cs\raw\public\nta_final_answer_key_2025_mirror.pdf
2025,13.05.2025,226895671379,A,Unknown,nta_final_answer_key_2025_mirror.pdf,official_answer_key_mirror,0.8,https://cdn-images.prepp.in/public/image/CUET_UG_Final_Answer_Key_2025_75f2d60e730257946fde4bb24156c77f.pdf,C:\Users\shrey\OneDrive\Documents\New project\data\cuet_cs\raw\public\nta_final_answer_key_2025_mirror.pdf
2025,13.05.2025,226895671380,C,Unknown,nta_final_answer_key_2025_mirror.pdf,official_answer_key_mirror,0.8,https://cdn-images.prepp.in/public/image/CUET_UG_Final_Answer_Key_2025_75f2d60e730257946fde4bb24156c77f.pdf,C:\Users\shrey\OneDrive\Documents\New project\data\cuet_cs\raw\public\nta_final_answer_key_2025_mirror.pdf
2025,13.05.2025,226895671381,A,Unknown,nta_final_answer_key_2025_mirror.pdf,official_answer_key_mirror,0.8,https://cdn-images.prepp.in/public/image/CUET_UG_Final_Answer_Key_2025_75f2d60e730257946fde4bb24156c77f.pdf,C:\Users\shrey\OneDrive\Documents\New project\data\cuet_cs\raw\public\nta_final_answer_key_2025_mirror.pdf
2025,13.05.2025,226895671382,A,Unknown,nta_final_answer_key_2025_mirror.pdf,official_answer_key_mirror,0.8,https://cdn-images.prepp.in/public/image/CUET_UG_Final_Answer_Key_2025_75f2d60e730257946fde4bb24156c77f.pdf,C:\Users\shrey\OneDrive\Documents\New project\data\cuet_cs\raw\public\nta_final_answer_key_2025_mirror.pdf
2025,13.05.2025,226895671383,A,Unknown,nta_final_answer_key_2025_mirror.pdf,official_answer_key_mirror,0.8,https://cdn-images.prepp.in/public/image/CUET_UG_Final_Answer_Key_2025_75f2d60e730257946fde4bb24156c77f.pdf,C:\Users\shrey\OneDrive\Documents\New project\data\cuet_cs\raw\public\nta_final_answer_key_2025_mirror.pdf
2025,13.05.2025,226895671384,B,Unknown,nta_final_answer_key_2025_mirror.pdf,official_answer_key_mirror,0.8,https://cdn-images.prepp.in/public/image/CUET_UG_Final_Answer_Key_2025_75f2d60e730257946fde4bb24156c77f.pdf,C:\Users\shrey\OneDrive\Documents\New project\data\cuet_cs\raw\public\nta_final_answer_key_2025_mirror.pdf
2025,13.05.2025,226895671385,C,Unknown,nta_final_answer_key_2025_mirror.pdf,official_answer_key_mirror,0.8,https://cdn-images.prepp.in/public/image/CUET_UG_Final_Answer_Key_2025_75f2d60e730257946fde4bb24156c77f.pdf,C:\Users\shrey\OneDrive\Documents\New project\data\cuet_cs\raw\public\nta_final_answer_key_2025_mirror.pdf
2025,13.05.2025,226895671386,B,Unknown,nta_final_answer_key_2025_mirror.pdf,official_answer_key_mirror,0.8,https://cdn-images.prepp.in/public/image/CUET_UG_Final_Answer_Key_2025_75f2d60e730257946fde4bb24156c77f.pdf,C:\Users\shrey\OneDrive\Documents\New project\data\cuet_cs\raw\public\nta_final_answer_key_2025_mirror.pdf
2025,13.05.2025,226895671387,C,Unknown,nta_final_answer_key_2025_mirror.pdf,official_answer_key_mirror,0.8,https://cdn-images.prepp.in/public/image/CUET_UG_Final_Answer_Key_2025_75f2d60e730257946fde4bb24156c77f.pdf,C:\Users\shrey\OneDrive\Documents\New project\data\cuet_cs\raw\public\nta_final_answer_key_2025_mirror.pdf
2025,13.05.2025,226895671388,C,Unknown,nta_final_answer_key_2025_mirror.pdf,official_answer_key_mirror,0.8,https://cdn-images.prepp.in/public/image/CUET_UG_Final_Answer_Key_2025_75f2d60e730257946fde4bb24156c77f.pdf,C:\Users\shrey\OneDrive\Documents\New project\data\cuet_cs\raw\public\nta_final_answer_key_2025_mirror.pdf
2025,13.05.2025,226895671389,B,Unknown,nta_final_answer_key_2025_mirror.pdf,official_answer_key_mirror,0.8,https://cdn-images.prepp.in/public/image/CUET_UG_Final_Answer_Key_2025_75f2d60e730257946fde4bb24156c77f.pdf,C:\Users\shrey\OneDrive\Documents\New project\data\cuet_cs\raw\public\nta_final_answer_key_2025_mirror.pdf
2025,13.05.2025,226895671390,A,Unknown,nta_final_answer_key_2025_mirror.pdf,official_answer_key_mirror,0.8,https://cdn-images.prepp.in/public/image/CUET_UG_Final_Answer_Key_2025_75f2d60e730257946fde4bb24156c77f.pdf,C:\Users\shrey\OneDrive\Documents\New project\data\cuet_cs\raw\public\nta_final_answer_key_2025_mirror.pdf
